primaryKey,genre,popularity,year,revenue,runtime,vote_average,vote_count
Poetic Justice,Drama,3.650857,93,27515786,109,6.9,47
September Dawn,Drama,3.646848,7,0,110,5,16
Letters to God,Action,3.644872,10,0,110,6.5,37
Raising Victor Vargas,Drama,3.643662,2,2816116,88,7.8,13
Winter Passing,Comedy,3.643608,6,113783,98,6.7,28
Hits,Drama,3.638411,14,0,96,4.9,23
Enter Nowhere,Mystery,3.637857,11,0,90,6.5,49
Basquiat,Drama,3.636634,96,3011195,108,6.6,94
Heli,Crime,3.629777,13,0,105,6.2,32
Stone Cold,Action,3.623002,91,0,92,5.7,34
City Hall,Drama,3.621837,96,0,111,6,67
The Tempest,Drama,3.620537,10,346594,110,6,31
Backmask,Thriller,3.619167,15,0,91,4.7,79
The Ballad of Jack and Rose,Drama,3.618646,5,712294,111,6.5,43
All Is Bright,Comedy,3.613577,13,0,107,5.3,36
The Namesake,Drama,3.604863,6,20138836,122,6.8,50
Last Orders,Comedy,3.603842,1,0,109,6,22
Shalako,Western,3.598457,68,2620000,113,5.4,12
The Nutcracker: The Untold Story,Fantasy,3.593349,10,16178959,110,5.4,50
Me and Orson Welles,Comedy,3.593165,9,2336172,114,6.6,49
The Lost City,Drama,3.588529,5,4386236,144,6,24
Welcome to Collinwood,Comedy,3.582733,2,0,86,6.2,50
Rapa Nui,Adventure,3.581906,94,305070,107,6.2,33
Nurse Betty,Comedy,3.572339,0,0,108,5.9,111
Keeping Up with the Steins,Comedy,3.562563,6,0,90,5.2,18
200 Cigarettes,Comedy,3.561198,99,6852450,101,6.1,44
Good Boy!,Comedy,3.56033,3,0,87,4.7,30
All Superheroes Must Die,Science Fiction,3.545991,11,0,78,4.2,13
Woman on Top,Comedy,3.535789,0,0,92,5.5,46
Savage Grace,Drama,3.531877,7,0,97,5.7,60
The Chumscrubber,Comedy,3.528643,5,0,108,6.7,62
Radio Flyer,Drama,3.503408,92,4651977,114,6.6,53
Brown Sugar,Comedy,3.501158,2,27362712,109,7,31
A Cock and Bull Story,Comedy,3.500741,5,0,94,6.2,43
Corky Romano,Action,3.495758,1,23978402,86,4.1,54
Major Dundee,War,3.490215,65,14873,123,6.2,38
Nowhere in Africa,Drama,3.481517,1,0,140,7,32
City By The Sea,Crime,3.476966,2,22433915,108,5.7,92
One Night with the King,Drama,3.476925,6,13391174,123,6.1,12
Kicks,Adventure,3.467923,16,0,80,7.5,18
Head of State,Comedy,3.457194,3,0,95,5.3,71
Troop Beverly Hills,Adventure,3.455018,89,0,105,5.6,56
Sorority Boys,Comedy,3.444542,2,0,93,4.6,47
Trees Lounge,Comedy,3.443916,96,0,95,6.7,51
Lonesome Jim,Comedy,3.433625,5,0,91,6.4,26
In the Shadow of the Moon,Documentary,3.43159,7,0,109,7.6,31
Come Early Morning,Drama,3.427061,6,0,97,5.9,10
Extreme Measures,Drama,3.426555,96,17380126,118,5.7,80
You Can't Take It With You,Comedy,3.426314,38,7433101,126,7.2,79
The Broken Hearts Club: A Romantic Comedy,Comedy,3.424158,0,1744858,94,6.3,25
Highway,Action,3.419685,2,0,97,5.6,37
Menace II Society,Drama,3.418871,93,27900000,97,7.2,173
Zombie Hunter,Comedy,3.418372,13,0,93,3.5,34
Hanging Up,Comedy,3.415534,0,36037909,94,5,40
The Brown Bunny,Drama,3.412162,4,0,93,5.5,62
Woodstock,History,3.409764,70,34505110,225,7.1,66
Nothing,Comedy,3.408955,3,0,90,5.8,38
The Other End of the Line,Comedy,3.393648,8,0,106,6.1,50
Yentl,Music,3.389249,83,30400000,132,6.2,51
Bogus,Fantasy,3.379454,96,0,110,5.4,44
Firestorm,Action,3.376967,13,0,110,5.9,43
F.I.S.T.,Drama,3.375208,78,11,145,6.4,29
Pocketful of Miracles,Comedy,3.370225,61,5000000,136,7.3,25
Far from Men,Drama,3.363973,14,0,110,6.6,43
Songcatcher,Drama,3.363321,1,0,109,5.6,9
Chasing Liberty,Comedy,3.362045,4,12,111,6.1,152
Yeh Jawaani Hai Deewani,Romance,3.353176,13,46000000,159,7.2,79
"The Goods: Live Hard, Sell Hard",Comedy,3.352702,9,0,90,5.4,58
Flash of Genius,Drama,3.350297,8,0,119,6.3,59
Love Stinks,Comedy,3.347885,99,0,94,5.4,11
Red Sky,Action,3.344158,14,0,100,4.1,26
Because of Winn-Dixie,Comedy,3.334804,5,32645546,106,6.1,61
Godzilla 2000,Adventure,3.322721,99,10037390,107,5.9,43
Bless the Child,Drama,3.321949,0,0,107,4.9,71
55 Days at Peking,Action,3.321095,63,10000000,154,6.3,36
Slacker,Comedy,3.320622,90,0,97,6.4,77
Welcome to Mooseport,Comedy,3.314094,4,14000000,110,4.8,54
Mad City,Action,3.314004,97,10541523,114,5.9,81
I Love Your Work,Drama,3.313339,3,0,111,6.5,2
Here On Earth,Romance,3.313257,0,0,96,5.4,48
Lost Souls,Horror,3.312385,0,0,97,4.5,38
Evolution,Mystery,3.300061,15,0,81,6.4,47
Baghead,Drama,3.299345,8,0,84,5.8,23
The Musketeer,Action,3.296933,1,27053815,104,5.2,56
Dogtown and Z-Boys,Documentary,3.291609,1,0,91,7.2,52
A Low Down Dirty Shame,Action,3.290639,94,29392418,100,6,31
Roger & Me,Documentary,3.284903,89,6706368,91,7.4,90
Donkey Punch,Horror,3.283886,8,0,99,4.5,52
The Nun's Story,Drama,3.281509,59,12800000,149,7.4,46
Train,Horror,3.280081,8,0,94,4.8,36
The Last Waltz,Documentary,3.277287,78,321952,117,7.9,64
Chill Factor,Action,3.276912,99,11263966,101,5.3,29
Down to You,Comedy,3.269459,0,0,91,4.9,70
Dragonslayer,Fantasy,3.258422,81,14110013,108,6.5,67
Kabhi Alvida Naa Kehna,Drama,3.246903,6,17000000,193,6.1,42
Another Happy Day,Comedy,3.238466,11,355688,119,6.2,37
Intolerance,Drama,3.232447,16,8394751,197,7.4,60
Soul Survivors,Horror,3.231848,1,0,84,4.4,49
Stranded,Drama,3.230779,15,0,86,5,11
In Dreams,Drama,3.226243,99,0,100,5.4,44
Ordet,Drama,3.225189,55,0,126,7.8,65
Out of the Dark,Thriller,3.215465,14,0,92,4.6,55
R100,Comedy,3.21392,13,0,100,5.4,31
The Visual Bible: The Gospel of John,Drama,3.208172,3,4069090,125,8.2,12
Crossover,Action,3.201886,6,7000000,95,4.2,10
Robin and Marian,Action,3.199904,76,0,106,6.6,50
How to Deal,Drama,3.199784,3,0,99,5.7,42
X-Men: First Class,Action,3.195174,11,353624124,132,7.1,5181
Gentlemen Broncos,Action,3.193777,9,0,89,6.2,51
School Daze,Comedy,3.159574,88,0,121,6.2,26
Wicked Blood,Action,3.158056,14,0,92,5.3,37
Two Lovers and a Bear,Drama,3.139294,16,0,96,6.8,27
De-Lovely,Drama,3.138118,4,0,125,6.3,32
The Virginity Hit,Comedy,3.125382,10,563706,120,4.6,19
The Newton Boys,Crime,3.123583,98,76000000,113,5.9,44
Brighton Rock,Drama,3.122152,10,0,111,5.6,35
Summer Storm,Comedy,3.120747,4,0,98,6.7,59
Hard to Be a God,Drama,3.120016,13,1310673,170,6.7,41
Pootie Tang,Action,3.115754,1,0,81,5.4,43
Dear Frankie,Drama,3.11319,4,0,105,7,46
Ready to Rumble,Action,3.113009,0,12372410,107,4.7,49
Life During Wartime,Comedy,3.108881,9,744816,97,6.3,30
Madea Goes to Jail,Comedy,3.107371,9,90508336,103,6.4,52
Warlock: The Armageddon,Fantasy,3.107149,93,0,98,5.2,38
My All American,Drama,3.102987,15,0,118,6.8,36
Mommie Dearest,Drama,3.102862,81,0,129,6.5,54
The Adventures of Elmo in Grouchland,Family,3.09159,99,0,73,6.3,14
The Spanish Prisoner,Crime,3.091077,97,13835130,110,7.1,73
Home Run,Drama,3.085411,13,2861020,114,6.3,24
On the Line,Comedy,3.084874,1,0,85,4.1,10
Mo' Better Blues,Drama,3.079862,90,16153593,129,6.3,47
Amnesiac,Thriller,3.077885,15,0,90,4.1,52
The Dead Girl,Mystery,3.069605,6,0,85,6.4,66
Abandoned,Drama,3.068463,15,0,82,5.8,27
Blonde Ambition,Comedy,3.064563,7,0,93,3.9,29
London to Brighton,Crime,3.060685,6,0,85,6.5,34
Decoys,Horror,3.05434,4,0,95,4.7,33
Flicka,Drama,3.043589,6,21000000,95,6.1,52
Home Fries,Drama,3.033471,98,10443316,93,4.8,32
The Barbarian Invasions,Comedy,3.03091,3,3432342,99,6.7,77
The Brothers,Comedy,3.029944,1,0,106,6.5,10
Maria Full of Grace,Drama,3.027892,4,0,101,6.9,101
Drowning Mona,Comedy,3.021835,0,15427192,96,5.4,43
The Greatest Story Ever Told,Drama,3.011205,65,15473333,199,6.5,41
The House of Mirth,Drama,3.007816,0,5164404,140,6.4,25
Married Life,Crime,3.004432,7,0,90,6.1,38
Rocket Singh: Salesman of the Year,Drama,3.000435,9,0,156,7,27
The Claim,Drama,2.996284,0,0,120,5.6,17
Girl 6,Comedy,2.993939,96,4939939,108,5.7,16
Why Did I Get Married Too?,Comedy,2.986286,10,60072596,121,6.1,29
Ripley's Game,Crime,2.981047,2,0,110,6.6,69
The Charge of the Light Brigade,Action,2.968235,36,2736000,115,6.8,18
The Opposite Sex,Comedy,2.964785,14,45000,96,4.1,9
The Long Riders,Western,2.959547,80,15795189,99,6.6,50
The Lost Medallion: The Adventures of Billy Stone,Adventure,2.952932,13,0,97,5.6,13
Lucky Numbers,Action,2.952595,0,0,105,4.9,52
The Funeral,Crime,2.950618,96,1227324,99,7.3,31
The Poker House,Drama,2.948576,8,0,93,6.1,47
Harper,Action,2.938973,66,12000000,121,6.2,35
The Mighty Macs,Action,2.932784,9,0,102,5,15
Madadayo,Drama,2.930853,93,0,134,7.5,20
The Misfits,Drama,2.930058,61,8200000,124,6.8,72
Extreme Ops,Action,2.911819,2,10959475,93,5,28
Say It Isn't So,Comedy,2.909346,1,0,95,4.8,47
Bobby Jones: Stroke of Genius,Drama,2.897449,4,0,120,5.5,19
Mrs Henderson Presents,Comedy,2.894154,5,0,103,6.4,62
Who's Your Caddy?,Comedy,2.881239,7,0,93,3.8,18
The Horseman on the Roof,War,2.877488,95,15000000,135,6.7,25
Beat the World,Music,2.873796,11,0,91,4.3,16
All or Nothing,Comedy,2.872281,2,0,128,7,33
X2,Adventure,2.871739,3,407711549,133,6.8,3506
The Sisterhood of Night,Mystery,2.868942,15,0,104,6.5,31
The Loss of Sexual Innocence,Drama,2.866934,99,0,106,5.2,9
Lion of the Desert,Action,2.864979,81,0,173,7.4,34
The Muse,Fantasy,2.857936,99,0,97,5.3,31
Creature,Horror,2.857848,98,0,176,4,21
Psycho Beach Party,Comedy,2.855963,0,0,95,6,26
Imaginary Heroes,Comedy,2.85283,4,0,111,6.3,29
Mr. 3000,Comedy,2.850896,4,21800302,104,5,66
Elsa & Fred,Comedy,2.849895,14,0,104,6.2,31
Steel,Science Fiction,2.848727,97,1686429,97,4.3,48
Middle of Nowhere,Drama,2.836537,12,0,101,6.6,7
Tom Jones,Adventure,2.833166,63,37600000,128,6.1,39
Aimee & Jaguar,Drama,2.832628,99,0,125,6.3,20
The Gatekeepers,Documentary,2.828303,12,0,101,6.5,39
Against the Ropes,Romance,2.817364,4,6614280,106,4.5,32
My Fellow Americans,Comedy,2.809378,96,0,101,6.3,46
The Adventures of Ford Fairlane,Action,2.808428,90,20423389,104,6.2,71
When the Lights Went Out,Thriller,2.805351,12,0,86,5.8,49
Edmond,Drama,2.803642,5,0,82,6,50
Snow Falling on Cedars,Drama,2.79483,99,0,127,6.3,32
Water,Drama,2.787375,5,10422387,115,6.8,34
The Inhabited Island,Action,2.785832,8,21834845,115,5.3,23
Beyond the Mat,Documentary,2.778633,99,500000,102,7.8,17
Trekkies,Documentary,2.77754,97,0,86,6.3,22
The Good Thief,Crime,2.774811,3,0,108,6,31
Fled,Action,2.77255,96,17193231,98,5.2,47
In Too Deep,Drama,2.772178,99,14011454,97,6.2,17
Under the Same Moon,Drama,2.756435,8,23311391,106,7,28
"Bright Lights, Big City",Drama,2.753501,88,0,107,4.7,28
The Wiz,Adventure,2.753313,78,21049053,134,5.9,58
Next Day Air,Action,2.747402,9,0,84,5.3,36
The Forsaken,Action,2.739307,1,0,90,4.9,47
Some Guy Who Kills People,Comedy,2.733725,11,0,97,5.7,45
Zero Effect,Comedy,2.732031,98,1980338,116,6,55
Iris,Drama,2.714043,1,0,91,6.2,47
Eden,Thriller,2.713171,15,0,97,5.6,19
Idlewild,Crime,2.711955,6,0,121,5.1,17
Knock Off,Action,2.706207,98,0,91,4.7,64
Sparkle,Drama,2.698185,12,24637469,116,5.8,36
Breakfast of Champions,Comedy,2.695896,99,0,110,5.2,28
Open Road,Action,2.680629,13,0,85,5.2,18
Critical Care,Comedy,2.678715,97,0,107,6.1,9
The Ballad of Cable Hogue,Action,2.676535,70,5000000,121,6.9,47
Jack Brooks: Monster Slayer,Action,2.659804,7,0,85,5.7,59
Walter,Drama,2.659006,15,0,87,5.3,26
The Statement,Drama,2.653988,3,0,120,5.9,23
Benji,Adventure,2.651418,74,0,86,6.1,35
The Country Doctor,Drama,2.651304,16,0,102,6,63
3 Ninjas Kick Back,Adventure,2.645722,94,0,93,4.5,48
City of Ghosts,Thriller,2.64486,2,0,116,5.4,18
One True Thing,Drama,2.644427,98,0,127,6.2,27
The Work and the Glory II: American Zion,Drama,2.639106,5,2025032,100,8,6
Meteor,Action,2.637355,79,0,107,5.1,36
Molly,Drama,2.636193,99,0,102,5.5,14
The Crew,Action,2.634119,0,0,88,6.4,11
In the Company of Men,Comedy,2.634007,97,0,97,6.8,44
The Good Guy,Comedy,2.631688,9,0,90,5.4,59
Outside Providence,Romance,2.627232,99,7292175,96,5.6,30
Savva. Heart of the Warrior,Fantasy,2.625594,15,0,85,6.4,7
Club Dread,Comedy,2.62082,4,5001655,104,5.1,107
Futuro Beach,Drama,2.611364,14,0,106,6.4,31
Silent Trigger,Drama,2.609057,96,76382,93,5,22
Silmido,Action,2.60632,3,0,135,6.6,28
An American Carol,Comedy,2.605374,8,7000000,83,4.1,20
Dear Wendy,Comedy,2.597665,5,0,105,5.6,33
Roll Bounce,Comedy,2.596338,5,0,112,6.1,27
Sugar Hill,Drama,2.580808,94,0,123,5.2,13
Adam Resurrected,Drama,2.574014,8,0,106,6.4,22
Saint John of Las Vegas,Comedy,2.559806,9,111731,84,5.9,18
Aroused,Documentary,2.557258,13,0,73,7.2,11
Airlift,Thriller,2.551559,16,32000000,126,7.3,57
Losin' It,Comedy,2.550045,83,1246141,100,4.5,31
Kingdom of the Spiders,Horror,2.537032,77,17000000,97,5.7,30
Elling,Comedy,2.526356,1,0,89,7,51
Restoration,Horror,2.525569,16,0,90,5.3,11
Morvern Callar,Drama,2.507912,2,0,97,7.2,34
Tsotsi,Crime,2.504169,5,9879971,94,6.9,94
Chain Letter,Horror,2.504156,10,0,96,3.9,37
Hansel and Gretel Get Baked,Horror,2.503612,13,0,86,4.8,67
The Lost World: Jurassic Park,Adventure,2.502487,97,229074524,129,6.2,2487
Bathory: Countess of Blood,Drama,2.500218,8,0,141,5.6,31
Against the Wild,Adventure,2.492747,13,0,90,4.9,19
Saving Face,Comedy,2.487255,4,0,91,6.8,32
The Blue Room,Drama,2.486992,14,0,75,6.2,32
Do You Believe?,Fantasy,2.470443,15,0,115,6.6,48
The Wash,Action,2.453459,1,10229331,93,5.3,26
The Thief and the Cobbler,Adventure,2.439184,93,669276,72,6.8,26
Lage Raho Munna Bhai,Comedy,2.436019,6,0,144,7.6,44
The Lovers,Action,2.418535,15,0,109,4.8,34
Listening,Drama,2.414721,15,0,100,5.5,31
Ishtar,Action,2.410546,87,14375181,107,4.2,28
The Brain That Wouldn't Die,Horror,2.407048,62,0,82,4.4,32
Passchendaele,Drama,2.405911,8,0,114,6.3,26
"Surfer, Dude",Comedy,2.404626,8,69497,85,4.7,25
Good,Drama,2.397987,8,0,96,6.3,29
Navy Seals vs. Zombies,Horror,2.394613,15,0,97,3.5,36
Detention of the Dead,Comedy,2.391847,12,0,87,4.5,34
This Christmas,Comedy,2.388918,7,0,117,7.1,29
Albino Alligator,Crime,2.388683,96,0,97,5.6,45
I Served the King of England,Comedy,2.387463,6,0,120,7,22
Tiny Furniture,Romance,2.380332,10,416498,99,5.6,59
The Last Sin Eater,Drama,2.371477,7,0,117,6.2,11
Won't Back Down,Drama,2.366251,12,5310554,121,5.8,40
Gracie,Drama,2.365328,7,2955039,97,6,17
Wah-Wah,Drama,2.356244,5,0,120,6.3,8
Hollywood Shuffle,Comedy,2.353483,87,0,78,5.7,19
Meet the Deedles,Animation,2.353441,98,4562146,93,4.1,19
The Girl on the Train,Drama,2.351706,9,0,105,5.6,10
Circumstance,Drama,2.34239,11,0,107,7.4,23
Smoke Signals,Drama,2.304552,98,0,89,6.6,24
Darling Companion,Drama,2.303865,12,0,103,5.3,22
No End in Sight,Documentary,2.283796,7,1431623,102,7.2,23
What Planet Are You From?,Comedy,2.275331,0,0,105,5.4,37
Two Can Play That Game,Comedy,2.27213,1,0,90,6.6,17
The Extra Man,Comedy,2.26778,10,453079,108,5.9,29
Snow Flower and the Secret Fan,Drama,2.260315,11,1332231,104,5.3,22
The Ladies Man,Comedy,2.259537,0,13700000,84,5.7,34
Duets,Comedy,2.25453,0,0,112,5.5,34
Coffee Town,Comedy,2.253589,13,0,87,6.7,45
The Dangerous Lives of Altar Boys,Comedy,2.24888,2,0,104,6.4,53
Juwanna Mann,Comedy,2.244947,2,0,91,4.2,20
I Can Do Bad All By Myself,Drama,2.242809,9,0,113,6,40
Tea with Mussolini,Comedy,2.238646,99,21001563,117,5.8,32
Bamboozled,Comedy,2.23411,0,0,135,6.3,24
The Hotel New Hampshire,Comedy,2.226412,84,0,109,5.8,26
Damnation Alley,Action,2.215261,77,8720000,91,5,27
Swelter,Action,2.214925,14,0,96,4.6,21
A Dog's Breakfast,Comedy,2.213889,7,0,88,5.9,24
The Other Side of Heaven,Action,2.206097,1,4720371,113,6.7,14
Trade Of Innocents,Drama,2.204138,12,0,91,5.5,12
The Good Heart,Drama,2.201678,9,0,95,6,21
Home Alone,Comedy,2.186927,90,476684675,103,7.1,2414
Larry the Cable Guy: Health Inspector,Comedy,2.184708,6,0,89,3.3,17
The Crime of Padre Amaro,Drama,2.179428,2,0,118,6.2,36
Alone With Her,Crime,2.175696,6,10018,78,6.2,20
Deterrence,Action,2.171288,0,0,101,6.1,7
The Adventures of Huck Finn,Action,2.163683,93,0,108,6.2,42
Shine a Light,Documentary,2.162522,8,0,122,7.2,44
Grace Unplugged,Drama,2.160586,13,0,102,6,24
The Pallbearer,Comedy,2.149469,96,0,97,4.6,30
Whipped,Comedy,2.144354,0,0,82,3.1,11
Resident Evil: Afterlife,Action,2.143764,10,300228084,97,5.8,1363
Galaxina,Comedy,2.141143,80,4865000,95,3.3,16
Emma,Romance,2.135689,9,0,240,7.6,38
Partition,Drama,2.131524,7,0,116,6.4,6
Rabbit-Proof Fence,Adventure,2.128211,2,0,94,6.8,84
Paa,Drama,2.126139,9,0,133,6.6,19
Containment,Thriller,2.122451,15,0,77,5.1,36
Code of Honor,Action,2.101718,16,0,106,4.1,16
"Yours, Mine and Ours",Comedy,2.094151,68,0,111,6.2,26
A Thin Line Between Love and Hate,Comedy,2.088251,96,0,108,5.7,15
Underclassman,Action,2.083856,5,0,95,5.5,28
Mambo Italiano,Comedy,2.080741,3,3031801,92,5.6,28
"Happy, Texas",Comedy,2.079125,99,1943649,98,5.5,39
Tracker,Action,2.074295,10,0,102,6,16
Igby Goes Down,Comedy,2.062087,2,4777465,97,6.5,95
George Washington,Drama,2.058834,0,0,89,6.4,36
"The Beast from 20,000 Fathoms",Adventure,2.043661,53,5000000,80,6.7,41
The Salon,Comedy,2.02817,5,0,0,3.5,1
Love & Basketball,Action,2.027393,0,27728118,124,7.4,88
There's Always Woodstock,Romance,2.025701,14,0,90,5.4,12
Tanner Hall,Drama,2.015525,9,0,96,5.4,32
The Game of Their Lives,Drama,2.013405,5,0,101,5.8,14
Undiscovered,Comedy,2.009597,5,1046166,97,4.5,12
Why Did I Get Married?,Comedy,2.005111,7,55184721,113,6.1,33
How Stella Got Her Groove Back,Comedy,2.003047,98,37672350,124,6,24
The Curse of Downers Grove,Thriller,2.00163,15,0,89,4.4,24
Enter the Dangerous Mind,Thriller,1.998826,13,0,88,4.8,14
Grand Theft Parsons,Crime,1.998557,3,0,88,6,11
The Blue Butterfly,Adventure,1.985552,4,0,97,6.8,6
Christmas Eve,Romance,1.985243,15,0,95,6.1,24
Northfork,Fantasy,1.980265,3,0,103,6.7,24
Barry Munday,Comedy,1.975941,10,0,95,6.3,22
Desert Dancer,Drama,1.972668,14,0,98,6.5,18
Something Wicked,Mystery,1.968679,14,0,95,4.6,16
Farce of the Penguins,Comedy,1.963219,6,0,80,3.2,13
Independence Daysaster,Action,1.959405,13,0,86,4.2,22
Full Frontal,Comedy,1.95686,2,2506446,96,4.8,26
Nowhere Boy,Drama,1.950959,9,0,98,7.2,244
Good Dick,Comedy,1.948435,8,0,86,6.1,34
Thr3e,Drama,1.946715,6,0,101,4.8,21
Being Julia,Comedy,1.946634,4,0,104,6.4,23
When Did You Last See Your Father?,Drama,1.939054,7,92,92,6.9,13
For Colored Girls,Drama,1.934524,10,37000000,134,7,22
42nd Street,Music,1.933366,33,2281000,89,6.1,37
My Date with Drew,Documentary,1.929883,5,0,90,6.3,16
How to Fall in Love,Comedy,1.923514,12,0,0,5.2,20
The Original Kings of Comedy,Comedy,1.918959,0,0,115,6.3,15
Thomas and the Magic Railroad,Animation,1.916351,0,0,85,4.6,8
Lords of London,Crime,1.913302,14,0,90,3.6,6
Fateless,War,1.906807,5,0,140,6.5,28
The Wicked Within,Horror,1.906151,15,0,91,4.2,26
Locker 13,Horror,1.905197,14,0,90,6.8,3
Double Take,Adventure,1.903405,1,0,88,5.5,24
Winnie Mandela,Drama,1.897761,11,0,107,5.2,5
Donovan's Reef,Adventure,1.897263,63,6600000,109,6,30
Waterloo,History,1.894749,70,3052000,128,7,31
Mutant World,Science Fiction,1.893697,14,1500000,85,2.6,9
Six-String Samurai,Action,1.892183,98,124494,91,5.8,36
Crooklyn,Comedy,1.89218,94,0,115,6.7,31
Doug's 1st Movie,Animation,1.88484,99,0,77,5.4,22
The Young Messiah,Drama,1.884558,16,6490401,120,6.4,30
Antarctica: A Year on Ice,Drama,1.883947,13,0,92,7.2,29
Star Wars: Clone Wars: Volume 1,Action,1.881466,5,0,69,8,27
Mao's Last Dancer,Drama,1.876811,9,20719451,117,6.8,28
The Geographer Drank His Globe Away,Drama,1.876621,13,4037782,120,7.3,23
Alpha and Omega: The Legend of the Saw Tooth Cave,Family,1.874783,14,0,53,6.5,4
Boom Town,Adventure,1.867004,40,9172000,119,6.5,8
Wild Grass,Drama,1.866443,9,0,104,5.8,22
My Lucky Star,Comedy,1.86453,13,0,114,4.3,8
October Baby,Drama,1.86221,11,5355847,107,6.8,35
Fear Clinic,Horror,1.859965,14,0,95,4,42
Jurassic Park III,Adventure,1.859364,1,368780809,92,5.7,2077
State Fair,Music,1.847822,45,0,96,6.2,19
Namastey London,Drama,1.840511,7,0,128,6.6,29
End of the Spear,Adventure,1.83428,5,0,108,6.1,15
All The Queen's Men,Action,1.833058,1,23000,99,6.1,7
Michael Jordan to the Max,Documentary,1.830306,0,21268532,46,7.5,10
Pandora's Box,Drama,1.824184,29,0,109,7.6,45
Witless Protection,Action,1.82184,8,0,97,4,26
Bella,Drama,1.814802,6,0,91,6.7,37
1776,Drama,1.807571,72,0,142,7.1,20
VeggieTales: The Pirates Who Don't Do Anything,Adventure,1.800119,8,0,85,5.9,25
The Christmas Candle,Drama,1.799504,13,0,100,5.8,8
The Toxic Avenger Part II,Comedy,1.791331,89,0,96,5.3,39
How She Move,Drama,1.782666,8,0,94,3,6
Freakonomics,Documentary,1.781462,10,103735,93,6.6,36
The Widow of Saint-Pierre,Romance,1.780065,0,0,112,6.7,11
The Call of Cthulhu,Horror,1.777148,5,0,47,6.9,41
Journey to Saturn,Action,1.776624,8,0,90,4.9,10
"Guten Tag, Ramí_n",Drama,1.771584,13,0,119,8.1,18
High Heels and Low Lifes,Action,1.769593,1,0,86,6.4,12
A Simple Wish,Adventure,1.767479,97,8345056,86,5.5,46
The Rise of the Krays,Crime,1.759506,15,0,110,4.5,19
Tim and Eric's Billion Dollar Movie,Comedy,1.75311,12,0,94,5.2,34
Woo,Comedy,1.750054,98,8026971,84,5.5,10
I Want Someone to Eat Cheese With,Comedy,1.742383,6,0,80,5.7,12
Beer League,Comedy,1.73892,6,0,86,5.3,22
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy,1.737032,13,0,80,2.9,28
The Jerky Boys,Comedy,1.735462,95,0,82,4.8,10
Men of War,Action,1.734764,94,0,103,5.4,29
Atlas Shrugged Part III: Who is John Galt?,Drama,1.731035,14,846704,99,3.9,15
Janky Promoters,Comedy,1.728816,9,9069,85,7,5
Annie Get Your Gun,Action,1.726175,50,8000000,107,7.3,22
Gangster's Paradise: Jerusalema,Drama,1.717376,8,0,120,6.8,16
Masked and Anonymous,Drama,1.71729,3,0,112,5.2,13
The Crocodile Hunter: Collision Course,Family,1.714972,2,33082548,90,5.3,34
The Incredibly True Adventure of Two Girls In Love,Comedy,1.70819,95,0,94,5.7,13
Higher Ground,Drama,1.699101,11,841733,109,5.3,14
Dave Chappelle's Block Party,Comedy,1.697846,5,11718595,100,6.4,28
Saint Ralph,Comedy,1.688495,4,0,95,7.3,24
Crazy Stone,Action,1.68502,6,0,98,6.9,22
The True Story of Puss 'n Boots,Family,1.684948,9,0,82,3.8,7
Doogal,Family,1.682839,6,0,85,3.2,18
The Lost Skeleton of Cadavra,Comedy,1.680525,1,0,90,6.5,30
Old Joy,Drama,1.673208,6,0,73,6.3,36
I Dreamed of Africa,Romance,1.656695,0,0,114,5.3,18
Kiss the Bride,Drama,1.65426,7,0,100,4.2,11
Faithful,Comedy,1.647335,96,9789900,91,4.8,4
The Barbarians,Fantasy,1.631993,87,0,87,5.1,8
A LEGO Brickumentary,Documentary,1.631274,15,0,93,6.4,55
Raise the Titanic,Action,1.630541,80,0,115,5.2,21
Rize,Documentary,1.623769,5,0,86,5.9,13
From Justin to Kelly,Comedy,1.623338,3,4922166,90,3,23
Slacker Uprising,Documentary,1.619635,7,0,102,5.9,10
Time to Choose,Documentary,1.618138,15,0,100,0,0
Of Horses and Men,Drama,1.617943,13,11,85,6.9,26
Blue Like Jazz,Drama,1.6116,12,0,106,5.8,25
Malone,Action,1.610132,87,0,92,6.8,15
